"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 27, 2020","9,805","9,950","10,125","9,705","746.46K","-1.85%"
"Feb 26, 2020","9,990","9,730","10,050","9,730","321.57K","0.20%"
"Feb 25, 2020","9,970","9,590","9,980","9,580","1.11M","3.48%"
"Feb 24, 2020","9,635","9,805","9,890","9,600","1.24M","-3.99%"
"Feb 21, 2020","10,035","10,035","10,235","10,015","658.48K","-2.57%"
"Feb 20, 2020","10,300","10,380","10,425","10,215","246.47K","-0.48%"
"Feb 19, 2020","10,350","10,355","10,415","10,190","441.23K","0.10%"
"Feb 18, 2020","10,340","10,480","10,480","10,320","358.89K","-1.48%"
"Feb 17, 2020","10,495","10,435","10,525","10,430","257.58K","0.57%"
"Feb 14, 2020","10,435","10,465","10,540","10,405","178.97K","-0.29%"
"Feb 13, 2020","10,465","10,500","10,560","10,370","1.03M","-0.05%"
"Feb 12, 2020","10,470","10,425","10,510","10,385","365.86K","0.34%"
"Feb 11, 2020","10,435","10,335","10,455","10,335","272.49K","1.07%"
"Feb 10, 2020","10,325","10,185","10,340","10,145","420.39K","0.73%"
"Feb 07, 2020","10,250","10,255","10,290","10,160","192.14K","-0.05%"
"Feb 06, 2020","10,255","10,135","10,275","10,120","287.88K","2.04%"
"Feb 05, 2020","10,050","10,175","10,190","9,980","171.61K","-0.20%"
"Feb 04, 2020","10,070","9,900","10,070","9,895","205.85K","1.87%"
"Feb 03, 2020","9,885","9,630","9,910","9,585","830.74K","1.49%"
"Jan 31, 2020","9,740","9,960","10,085","9,710","497.89K","-1.57%"
"Jan 30, 2020","9,895","10,105","10,155","9,865","357.55K","-2.42%"
"Jan 29, 2020","10,140","10,120","10,185","10,015","310.42K","1.20%"
"Jan 28, 2020","10,020","10,075","10,095","9,950","710.14K","-3.61%"
"Jan 23, 2020","10,395","10,465","10,475","10,345","182.40K","-1.14%"
"Jan 22, 2020","10,515","10,270","10,515","10,270","617.09K","2.39%"
"Jan 21, 2020","10,270","10,420","10,455","10,235","156.75K","-1.44%"
"Jan 20, 2020","10,420","10,510","10,590","10,395","198.66K","-0.86%"
"Jan 17, 2020","10,510","10,600","10,615","10,485","269.94K","-0.14%"
"Jan 16, 2020","10,525","10,400","10,545","10,360","784.54K","1.25%"
"Jan 15, 2020","10,395","10,395","10,475","10,365","279.73K","-0.38%"
"Jan 14, 2020","10,435","10,505","10,630","10,415","421.51K","-0.43%"
"Jan 13, 2020","10,480","10,440","10,500","10,370","804.62K","0.53%"
"Jan 10, 2020","10,425","10,350","10,425","10,255","324.40K","1.16%"
"Jan 09, 2020","10,305","10,060","10,305","10,060","685.50K","4.30%"
"Jan 08, 2020","9,880","10,095","10,095","9,845","1.13M","-3.28%"
"Jan 07, 2020","10,215","10,070","10,235","10,070","276.34K","1.74%"
"Jan 06, 2020","10,040","10,140","10,175","10,025","539.63K","-2.67%"
"Jan 03, 2020","10,315","10,515","10,580","10,285","864.43K","-1.62%"
"Jan 02, 2020","10,485","10,500","10,510","10,320","707.15K","0.19%"
"Dec 30, 2019","10,465","10,335","10,470","10,285","897.58K","1.50%"
"Dec 27, 2019","10,310","10,210","10,335","10,110","1.31M","2.13%"
"Dec 26, 2019","10,095","9,890","10,100","9,820","944.69K","2.44%"
"Dec 24, 2019","9,855","9,990","9,995","9,830","293.76K","-1.55%"
"Dec 23, 2019","10,010","9,930","10,040","9,930","626.37K","0.91%"
"Dec 20, 2019","9,920","9,900","9,950","9,855","329.72K","0.71%"
"Dec 19, 2019","9,850","9,835","9,960","9,765","352.42K","0.20%"
"Dec 18, 2019","9,830","9,900","9,915","9,800","253.91K","-0.61%"
